  0.19	675	675	U	0	unclassified
 99.81	352305	271376	R	1	root
 20.08	70886	2	R1	131567	  cellular organisms
 20.07	70854	63723	D	2	    Bacteria
  0.87	3057	0	D1	1783270	      FCB group
  0.87	3057	0	D2	68336	        Bacteroidota/Chlorobiota group
  0.87	3057	13	P	976	          Bacteroidota
  0.58	2062	0	C	117743	            Flavobacteriia
  0.58	2062	2	O	200644	              Flavobacteriales
  0.58	2058	32	F	49546	                Flavobacteriaceae
  0.57	2022	1455	G	1016	                  Capnocytophaga
  0.11	372	372	S	1018	                    Capnocytophaga ochracea
  0.04	157	13	G1	2640652	                    unclassified Capnocytophaga
  0.02	85	85	S	2748316	                      Capnocytophaga sp. oral taxon 902
  0.01	31	31	S	1705617	                      Capnocytophaga sp. oral taxon 323
  0.01	23	23	S	1316593	                      Capnocytophaga sp. oral taxon 864
  0.00	4	4	S	1316596	                      Capnocytophaga sp. oral taxon 878
  0.00	1	1	S	2545799	                      Capnocytophaga sp. FDAARGOS_737
  0.00	17	17	S	2708117	                    Capnocytophaga endodontalis
  0.00	13	13	S	1019	                    Capnocytophaga sputigena
  0.00	2	2	S	1017	                    Capnocytophaga gingivalis
  0.00	2	2	S	28188	                    Capnocytophaga canimorsus
  0.00	2	2	S	45243	                    Capnocytophaga haemolytica
  0.00	2	2	S	327575	                    Capnocytophaga leadbetteri
  0.00	2	1	G	237	                  Flavobacterium
  0.00	1	0	G1	196869	                    unclassified Flavobacterium
  0.00	1	1	S	2654325	                      Flavobacterium sp. xlx-214
  0.00	1	0	G	363408	                  Nonlabens
  0.00	1	1	S	2496866	                    Nonlabens ponticola
  0.00	1	0	G	444051	                  Mesoflavibacter
  0.00	1	0	G1	2630131	                    unclassified Mesoflavibacter
  0.00	1	1	S	2779362	                      Mesoflavibacter sp. SCSIO 43206
  0.00	2	0	F	2762318	                Weeksellaceae
  0.00	2	0	F1	2782232	                  Chryseobacterium group
  0.00	2	1	G	59732	                    Chryseobacterium
  0.00	1	1	S	651561	                      Chryseobacterium arthrosphaerae
  0.27	967	0	C	200643	            Bacteroidia
  0.27	967	9	O	171549	              Bacteroidales
  0.27	940	20	F	171552	                Prevotellaceae
  0.26	916	534	G	838	                  Prevotella
  0.05	178	178	S	28132	                    Prevotella melaninogenica
  0.02	74	74	S	28135	                    Prevotella oris
  0.01	42	42	S	2801997	                    Prevotella herbatica
  0.01	32	21	S	165179	                    Prevotella copri
  0.00	11	11	S1	537011	                      Prevotella copri DSM 18205
  0.00	17	0	G1	2638335	                    unclassified Prevotella
  0.00	15	15	S	712471	                      Prevotella sp. oral taxon 475
  0.00	1	0	S	652716	                      Prevotella sp. oral taxon 299
  0.00	1	1	S1	575614	                        Prevotella sp. oral taxon 299 str. F0039
  0.00	1	1	S	2913616	                      Prevotella sp. E13-17
  0.00	13	13	S	470565	                    Prevotella histicola
  0.00	8	8	S	28128	                    Prevotella corporis
  0.00	4	4	S	1177574	                    Prevotella jejuni
  0.00	3	3	S	28137	                    Prevotella veroralis
  0.00	2	2	S	28129	                    Prevotella denticola
  0.00	2	2	S	28131	                    Prevotella intermedia
  0.00	2	1	S	28133	                    Prevotella nigrescens
  0.00	1	1	S1	702439	                      Prevotella nigrescens F0103
  0.00	2	0	S	589436	                    Prevotella fusca
  0.00	2	2	S1	1236517	                      Prevotella fusca JCM 17724
  0.00	1	1	S	77095	                    Prevotella bryantii
  0.00	1	0	S	589437	                    Prevotella scopos
  0.00	1	1	S1	1236518	                      Prevotella scopos JCM 17725
  0.00	1	1	S	282402	                    Prevotella multiformis
  0.00	2	1	G	577309	                  Paraprevotella
  0.00	1	0	S	454155	                    Paraprevotella xylaniphila
  0.00	1	1	S1	762982	                      Paraprevotella xylaniphila YIT 11841
  0.00	2	0	G	2974257	                  Hoylesella
  0.00	2	2	S	28127	                    Hoylesella buccalis
  0.00	12	0	F	2760872	                Tenuifilaceae
  0.00	12	0	G	2760873	                  Tenuifilum
  0.00	12	12	S	2590900	                    Tenuifilum thalassicum
  0.00	3	0	F	2005525	                Tannerellaceae
  0.00	2	0	G	195950	                  Tannerella
  0.00	1	1	S	28112	                    Tannerella forsythia
  0.00	1	1	S	712710	                    Tannerella serpentiformis
  0.00	1	1	G	375288	                  Parabacteroides
  0.00	2	0	F	171550	                Rikenellaceae
  0.00	2	0	G	239759	                  Alistipes
  0.00	2	2	S	328813	                    Alistipes onderdonkii
  0.00	1	0	F	815	                Bacteroidaceae
  0.00	1	0	G	909656	                  Phocaeicola
  0.00	1	1	S	357276	                    Phocaeicola dorei
  0.00	7	0	C	768503	            Cytophagia
  0.00	7	0	O	768507	              Cytophagales
  0.00	4	0	F	89373	                Cytophagaceae
  0.00	2	0	G	107	                  Spirosoma
  0.00	1	1	S	564064	                    Spirosoma rigui
