  0.00	0	0	U	0	unclassified
100.00	390	0	-	1	root
 91.03	355	0	-	131567	  cellular organisms
 90.51	353	0	D	2	    Bacteria
 43.33	169	0	P	1224	      Proteobacteria
 15.90	62	1	C	1236	        Gammaproteobacteria
  8.21	32	1	O	91347	          Enterobacterales
  6.92	27	1	F	543	            Enterobacteriaceae
  1.79	7	1	G	561	              Escherichia
  1.28	5	1	S	562	                Escherichia coli
  0.51	2	1	-	83333	                  Escherichia coli K-12
  0.26	1	1	-	511145	                    Escherichia coli str. K-12 substr. MG1655
  0.26	1	1	-	37762	                  Escherichia coli B
  0.26	1	1	-	362663	                  Escherichia coli 536
  0.26	1	1	S	564	                Escherichia fergusonii
  1.79	7	0	G	590	              Salmonella
  1.03	4	1	S	28901	                Salmonella enterica
  0.77	3	0	-	59201	                  Salmonella enterica subsp. enterica
  0.26	1	0	-	90370	                    Salmonella enterica subsp. enterica serovar Typhi
  0.26	1	1	-	1132507	                      Salmonella enterica subsp. enterica serovar Typhi str. P-stx-12
  0.26	1	1	-	90371	                    Salmonella enterica subsp. enterica serovar Typhimurium
  0.26	1	0	-	149539	                    Salmonella enterica subsp. enterica serovar Enteritidis
  0.26	1	1	-	1244119	                      Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110361
  0.51	2	0	-	2614656	                unclassified Salmonella
  0.26	1	1	S	2664291	                  Salmonella sp. HNK130
  0.26	1	1	S	2686305	                  Salmonella sp. S13
  0.26	1	1	S	54736	                Salmonella bongori
  1.54	6	1	G	620	              Shigella
  0.51	2	1	S	623	                Shigella flexneri
  0.26	1	1	-	591020	                  Shigella flexneri 2002017
  0.26	1	1	S	621	                Shigella boydii
  0.26	1	1	S	622	                Shigella dysenteriae
  0.26	1	0	-	2629414	                unclassified Shigella
  0.26	1	1	S	1813821	                  Shigella sp. PAMC 28760
  0.51	2	0	G	547	              Enterobacter
  0.51	2	0	S	354276	                Enterobacter cloacae complex
  0.26	1	1	S	550	                  Enterobacter cloacae
  0.26	1	1	S	158836	                  Enterobacter hormaechei
  0.51	2	0	G	570	              Klebsiella
  0.26	1	1	S	573	                Klebsiella pneumoniae
  0.26	1	1	S	244366	                Klebsiella variicola
  0.26	1	0	G	160674	              Raoultella
  0.26	1	1	S	575	                Raoultella planticola
  0.26	1	0	G	1903434	              Atlantibacter
  0.26	1	1	S	565	                Atlantibacter hermannii
  0.77	3	0	F	1903409	            Erwiniaceae
  0.51	2	1	G	53335	              Pantoea
  0.26	1	1	S	59814	                Pantoea dispersa
  0.26	1	0	G	2100764	              Mixta
  0.26	1	1	S	665913	                Mixta calida
  0.26	1	0	F	1903411	            Yersiniaceae
  0.26	1	0	G	1927833	              Candidatus Fukatsuia
  0.26	1	1	S	1878942	                Candidatus Fukatsuia symbiotica
  2.05	8	0	O	72274	          Pseudomonadales
  1.54	6	0	F	468	            Moraxellaceae
  1.28	5	0	G	469	              Acinetobacter
  0.51	2	1	S	40214	                Acinetobacter johnsonii
  0.26	1	1	-	1242245	                  Acinetobacter johnsonii XBB1
  0.26	1	1	S	28090	                Acinetobacter lwoffii
  0.26	1	0	-	196816	                unclassified Acinetobacter
  0.26	1	1	S	1608473	                  Acinetobacter sp. NCu2D-2
  0.26	1	1	S	756892	                Acinetobacter indicus
  0.26	1	0	G	475	              Moraxella
  0.26	1	1	S	480	                Moraxella catarrhalis
  0.51	2	0	F	135621	            Pseudomonadaceae
  0.51	2	1	G	286	              Pseudomonas
  0.26	1	0	S	136841	                Pseudomonas aeruginosa group
  0.26	1	1	S	287	                  Pseudomonas aeruginosa
  1.28	5	0	O	135614	          Xanthomonadales
  1.28	5	0	F	32033	            Xanthomonadaceae
  1.03	4	0	G	338	              Xanthomonas
  0.26	1	0	S	53413	                Xanthomonas axonopodis
  0.26	1	1	-	1304892	                  Xanthomonas axonopodis Xac29-1
  0.26	1	0	S	643453	                Xanthomonas citri group
  0.26	1	1	S	346	                  Xanthomonas citri
  0.26	1	1	S	1985254	                Xanthomonas phaseoli
  0.26	1	0	-	2643310	                unclassified Xanthomonas
  0.26	1	1	S	1680158	                  Xanthomonas sp. ISO98C4
  0.26	1	0	G	40323	              Stenotrophomonas
  0.26	1	0	S	995085	                Stenotrophomonas maltophilia group
  0.26	1	1	S	40324	                  Stenotrophomonas maltophilia
  0.77	3	0	O	135613	          Chromatiales
  0.51	2	0	F	255526	            Halothiobacillaceae
  0.51	2	0	G	109262	              Halothiobacillus
  0.26	1	0	S	927	                Halothiobacillus neapolitanus
  0.26	1	1	-	555778	                  Halothiobacillus neapolitanus c2
  0.26	1	0	-	2636392	                unclassified Halothiobacillus
  0.26	1	1	S	1860122	                  Halothiobacillus sp. LS2
  0.26	1	0	F	1046	            Chromatiaceae
  0.26	1	0	G	67575	              Rheinheimera
  0.26	1	0	-	115860	                unclassified Rheinheimera
  0.26	1	1	S	2545632	                  Rheinheimera sp. D18
  0.77	3	0	O	135618	          Methylococcales
  0.77	3	1	F	403	            Methylococcaceae
  0.26	1	0	G	413	              Methylococcus
  0.26	1	1	S	414	                Methylococcus capsulatus
  0.26	1	0	G	73778	              Methylocaldum
  0.26	1	1	S	1432792	                Methylocaldum marinum
  0.77	3	1	O	135624	          Aeromonadales
  0.51	2	0	F	84642	            Aeromonadaceae
  0.51	2	1	G	642	              Aeromonas
  0.26	1	1	S	654	                Aeromonas veronii
  0.51	2	0	O	135619	          Oceanospirillales
  0.26	1	0	F	28256	            Halomonadaceae
  0.26	1	0	G	2745	              Halomonas
  0.26	1	1	S	1897729	                Halomonas aestuarii
  0.26	1	0	F	255527	            Saccharospirillaceae
  0.26	1	0	G	230494	              Reinekea
  0.26	1	1	S	1336806	                Reinekea forsetii
  0.51	2	1	O	135622	          Alteromonadales
  0.26	1	0	F	72275	            Alteromonadaceae
  0.26	1	0	G	226	              Alteromonas
  0.26	1	1	S	589873	                Alteromonas australica
  0.51	2	0	O	1706369	          Cellvibrionales
  0.51	2	0	F	1706371	            Cellvibrionaceae
  0.51	2	0	G	10	              Cellvibrio
  0.51	2	0	-	2624793	                unclassified Cellvibrio
  0.26	1	1	S	454662	                  Cellvibrio sp. KY-YJ-3
  0.26	1	1	S	1945512	                  Cellvibrio sp. PSBB023
  0.26	1	0	O	135625	          Pasteurellales
  0.26	1	0	F	712	            Pasteurellaceae
  0.26	1	0	G	416916	              Aggregatibacter
  0.26	1	1	S	714	                Aggregatibacter actinomycetemcomitans
 15.13	59	0	C	28216	        Betaproteobacteria
  8.97	35	1	O	80840	          Burkholderiales
  2.56	10	1	F	80864	            Comamonadaceae
  1.03	4	0	G	80865	              Delftia
  0.51	2	0	-	2613839	                unclassified Delftia
  0.26	1	1	S	742013	                  Delftia sp. Cs1-4
  0.26	1	1	S	1920191	                  Delftia sp. HK171
  0.26	1	0	S	80866	                Delftia acidovorans
